"","%IncMSE","%IncMSE.pval","IncNodePurity","IncNodePurity.pval"
"Unknown.012",0.0029655267385329,0.584158415841584,0.00294461677719123,0.99009900990099
"Unknown.036",0.000242966464190369,0.673267326732673,0.00639130016864504,0.693069306930693
"Unknown.096",0,0.495049504950495,8.52251715805706e-06,0.95049504950495
"N.methylalanine",0,0.534653465346535,0.000158472362979266,0.534653465346535
"L.homoserine",0,0.623762376237624,0.000291871355219578,0.544554455445545
"Unknown.020",0,0.831683168316832,5.88293359654291e-06,0.653465346534653
"Unknown.126",0,1,0,1
"Unknown.141",0,1,0,1
"Unknown.019",0,1,9.44539707896928e-05,0.366336633663366
"X4.hydroxypyridine",0,1,0,1
"X5.O.coumaroyl.D.quinic.acid.",0,1,0,1
"Unknown.003",0,1,0,1
"Unknown.132",0,1,0,1
"Unknown.159",0,1,0,1
"Unknown.165",0,1,0,1
"Unknown.167",0,1,0,1
"Unknown.182",0,1,0,1
"Unknown.069",-0.0154442563215482,0.455445544554455,0.00247389666418207,1
"X3.hydroxypyridine",-0.0398015003216828,0.495049504950495,0.00965997474816892,0.95049504950495
"Unknown.144",-0.0922110119036039,0.683168316831683,0.00480044184967667,0.98019801980198
"Unknown.172",-0.0954865441639559,0.524752475247525,0.000926754963285302,1
"pipecolic.acid",-0.155192957651491,0.495049504950495,0.00876377116750864,0.722772277227723
"glycerol",-0.170940949702849,0.425742574257426,0.000806555930988689,0.881188118811881
"Unknown.175",-0.199322864645744,0.752475247524752,0.00103964483057621,0.99009900990099
"hydroquinone",-0.219326509463849,0.524752475247525,0.000939238207362866,1
"Unknown.001",-0.248512357895358,0.663366336633663,0.00674060016288507,0.920792079207921
"Unknown.060",-0.263279692274714,0.693069306930693,0.00156772454838251,1
"Unknown.151",-0.264763103550236,0.742574257425743,0.00619362682367505,0.772277227722772
"Unknown.127",-0.316732638142895,0.782178217821782,0.00324935659674719,0.851485148514851
"glucosylglycerol.",-0.340640654642459,0.702970297029703,0.00707683331181943,0.891089108910891
"Unknown.107",-0.383989533959597,0.772277227722772,0.00186058735443466,1
"Unknown.051",-0.423720250277262,0.514851485148515,0.0101665937314682,0.762376237623762
"xylitol",-0.455026876929423,0.653465346534653,0.00761178064903934,0.782178217821782
"Unknown.071",-0.456091246856812,0.663366336633663,0.002892246311802,0.98019801980198
"Unknown.134",-0.460327541224059,0.673267326732673,0.00122241095929957,1
"isomaltose",-0.460473336351292,0.762376237623762,0.00373508767564614,0.792079207920792
"Unknown.125",-0.485878056575909,0.851485148514851,0.00408517453726535,0.910891089108911
"galactonic.acid",-0.572866431299038,0.831683168316832,0.00737496199517797,0.752475247524752
"Unknown.100",-0.601777232054256,0.900990099009901,0.00666036629700303,0.465346534653465
"Unknown.086",-0.658387743467665,0.811881188118812,0.00557110064504032,0.693069306930693
"Unknown.148",-0.748465423861396,0.841584158415842,0.0152616138370284,0.257425742574257
"phosphate.ion",-0.786814531620764,0.752475247524752,0.00394529161773359,0.99009900990099
"Unknown.173",-0.79313905059134,0.821782178217822,0.00265550467917398,1
"Unknown.140",-0.801161030487093,0.594059405940594,0.000221217074269441,1
"glyceric.acid",-0.847218271446839,0.831683168316832,0.00114027595512536,0.99009900990099
"Unknown.046",-0.897256123520081,0.881188118811881,0.00258970389873596,0.99009900990099
"Unknown.095",-0.909595939826016,0.881188118811881,0.00228075536328976,1
"Unknown.092",-0.910880533855645,0.792079207920792,0.00162996426228168,1
"Unknown.081",-0.919165449534246,0.900990099009901,0.00582136913625864,0.633663366336634
"galacturonic.acid",-0.940051200912338,0.861386138613861,0.000745897286795757,0.98019801980198
"Unknown.048",-0.94919797759995,0.861386138613861,0.0059680148704895,0.881188118811881
"Unknown.047",-1.00581340403337,0.801980198019802,0.00277549775228327,0.97029702970297
"Unknown.164",-1.0073413527536,0.891089108910891,0.00128977599855065,0.98019801980198
"Unknown.070",-1.04621928146694,0.772277227722772,0.00203199419455424,1
"Unknown.002",-1.05179365647044,0.752475247524752,0.00512997194311364,0.930693069306931
"X4.hydroxybenzaldehyde",-1.07031003365225,0.633663366336634,0.000216188622001398,0.99009900990099
"Unknown.075",-1.13542737839592,0.861386138613861,0.00179065643203712,0.99009900990099
"Unknown.168",-1.17274610280241,0.841584158415842,2.00920653652673e-05,0.98019801980198
"Unknown.136",-1.23001540786714,0.871287128712871,0.0021738794404973,0.99009900990099
"Unknown.009",-1.25954744405029,0.831683168316832,0.00175774817395987,1
"raffinose",-1.31190199187302,0.900990099009901,0.00101820650880729,1
"Unknown.018",-1.32173159673538,0.881188118811881,0.00192750323946972,1
"Unknown.044",-1.57524441190709,0.95049504950495,0.00191545033972584,1
"X4.hydroxybenzoic.acid",-1.60081254031065,0.900990099009901,0.00144875122925143,0.99009900990099
"Unknown.121",-1.68000981615609,0.920792079207921,0.00262680090972701,0.99009900990099
"Unknown.183",-1.88090213648946,0.95049504950495,0.00983620241644821,0.623762376237624
"Unknown.004",-2.13854856058898,0.98019801980198,0.00176622505142494,0.98019801980198
"dehydroalanine",-2.21998817506001,0.98019801980198,0.00205678148370425,0.99009900990099
"methyl.beta.D.galactopyranoside",-2.22746344686016,0.97029702970297,0.00383764884113495,0.98019801980198
"propylene.glycol",-2.23445914361702,0.97029702970297,0.00718584832195012,0.95049504950495
